action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,121311,[],CHEMBL679947,"Inhibition of phosphorylation of phospholipase C gamma1 by Epidermal growth factor receptor, from human A431 carcinoma cell vesicles",F,,,BAO_0000190,BAO_0000019,assay format,Clc1ncc2ncnc(Nc3ccccc3)c2n1,,,CHEMBL1130057,J Med Chem,1997,,CHEMBL50027,,CHEMBL50027,5.59,0,http://www.openphacts.org/units/Nanomolar,89163,=,1,1,=,,IC50,nM,,2550.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,2550.0
,,121735,[],CHEMBL683041,Inhibition of Epidermal Growth Factor Receptor (EGFR) autophosphorylation,B,,,BAO_0000190,BAO_0000357,single protein format,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,,,CHEMBL1135208,Bioorg Med Chem Lett,2002,"{'bei': '14.67', 'le': '0.29', 'lle': '2.74', 'sei': '8.05'}",CHEMBL31965,CANERTINIB,CHEMBL31965,7.13,0,http://www.openphacts.org/units/Nanomolar,182229,=,1,1,=,,IC50,nM,,74.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.074
,,122056,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001,"{'bei': '19.42', 'le': '0.42', 'lle': '4.38', 'sei': '9.19'}",CHEMBL344486,,CHEMBL344486,8.57,0,http://www.openphacts.org/units/Nanomolar,265462,=,1,1,=,,IC50,nM,,2.7,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,2.7
,,122057,[],CHEMBL677216,Inhibition of autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001,"{'bei': '16.30', 'le': '0.35', 'lle': '3.00', 'sei': '7.72'}",CHEMBL344486,,CHEMBL344486,7.19,0,http://www.openphacts.org/units/Nanomolar,265462,=,1,1,=,,IC50,nM,,64.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,64.0
,,122059,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,,,CHEMBL1134843,J Med Chem,2001,"{'bei': '17.93', 'le': '0.35', 'lle': '6.32', 'sei': '7.59'}",CHEMBL138940,,CHEMBL138940,9.21,0,http://www.openphacts.org/units/Nanomolar,265475,=,1,1,=,,IC50,nM,,0.61,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,0.61
,,122060,[],CHEMBL677216,Inhibition of autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,,,CHEMBL1134843,J Med Chem,2001,"{'bei': '15.28', 'le': '0.30', 'lle': '4.96', 'sei': '6.47'}",CHEMBL138940,,CHEMBL138940,7.85,0,http://www.openphacts.org/units/Nanomolar,265475,=,1,1,=,,IC50,nM,,14.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,14.0
,,122062,[],CHEMBL677213,Inhibition of EGF-stimulated autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1)NCCCN1CCOCC1,,,CHEMBL1134843,J Med Chem,2001,"{'bei': '15.28', 'le': '0.30', 'lle': '4.96', 'sei': '6.47'}",CHEMBL138940,,CHEMBL138940,7.85,0,http://www.openphacts.org/units/Nanomolar,265475,=,1,1,=,,IC50,nM,,14.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,14.0
,Not Determined,122505,[],CHEMBL680020,Inhibition of epidermal growth factor receptor (EGFr) tyrosine kinase activity,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(Cc2ccc(Nc3ncc4cc(-c5c(Cl)cccc5Cl)c(=O)n(C)c4n3)cc2)CC1,,,CHEMBL1131066,J Med Chem,1998,,CHEMBL112706,,CHEMBL112706,,0,http://www.openphacts.org/units/Nanomolar,210196,,1,0,,,IC50,nM,,,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,
,,122509,[],CHEMBL680019,Inhibitory concentration was evaluated against epidermal growth factor receptor (EGFr) tyrosine kinase,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(O)c3)nc21,,,CHEMBL1131066,J Med Chem,1998,"{'bei': '16.51', 'le': '0.33', 'lle': '2.07', 'sei': '8.53'}",CHEMBL321193,,CHEMBL321193,6.82,0,http://www.openphacts.org/units/Nanomolar,210188,=,1,1,=,,IC50,nM,,150.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.15
,,122513,[],CHEMBL680019,Inhibitory concentration was evaluated against epidermal growth factor receptor (EGFr) tyrosine kinase,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)CCCc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,,,CHEMBL1131066,J Med Chem,1998,"{'bei': '12.04', 'le': '0.24', 'lle': '0.22', 'sei': '7.15'}",CHEMBL419022,,CHEMBL419022,6.16,0,http://www.openphacts.org/units/Nanomolar,210181,=,1,1,=,,IC50,nM,,700.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.7
,,122535,[],CHEMBL679947,"Inhibition of phosphorylation of phospholipase C gamma1 by Epidermal growth factor receptor, from human A431 carcinoma cell vesicles",F,,,BAO_0000190,BAO_0000019,assay format,Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,,,CHEMBL1130057,J Med Chem,1997,,CHEMBL53426,,CHEMBL53426,9.60,0,http://www.openphacts.org/units/Nanomolar,89140,=,1,1,=,,IC50,nM,,0.25,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.25
,,122536,[],CHEMBL680026,Tested for ability to inhibit autophosphorylation of the Epidermal growth factor receptor in human epidermoid carcinoma cells,F,,,BAO_0000190,BAO_0000019,assay format,Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,,,CHEMBL1130057,J Med Chem,1997,,CHEMBL53426,,CHEMBL53426,8.29,0,http://www.openphacts.org/units/Nanomolar,89140,=,1,1,=,,IC50,nM,,5.1,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,5.1
,,122537,[],CHEMBL680030,Tested for inhibition of PLC gamma-derived substrate in Epidermal growth factor receptor stimulated A431 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1130057,J Med Chem,1997,,CHEMBL53711,,CHEMBL53711,8.59,0,http://www.openphacts.org/units/Nanomolar,89164,=,1,1,=,,IC50,nM,,2.6,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,2.6
,,122538,[],CHEMBL680031,Tested for inhibition of autophosphorylation in Epidermal growth factor receptor stimulated A431 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1130057,J Med Chem,1997,,CHEMBL53711,,CHEMBL53711,7.92,0,http://www.openphacts.org/units/Nanomolar,89164,=,1,1,=,,IC50,nM,,12.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,12.0
,,123349,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(/C=C/Cl)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,"{'bei': '22.64', 'le': '0.52', 'lle': '4.94', 'sei': '11.48'}",CHEMBL344177,,CHEMBL344177,9.16,0,http://www.openphacts.org/units/Nanomolar,265469,=,1,1,=,,IC50,nM,,0.69,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,0.69
,,123350,[],CHEMBL677216,Inhibition of autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(/C=C/Cl)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,"{'bei': '19.03', 'le': '0.44', 'lle': '3.48', 'sei': '9.65'}",CHEMBL344177,,CHEMBL344177,7.70,0,http://www.openphacts.org/units/Nanomolar,265469,=,1,1,=,,IC50,nM,,20.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,20.0
,,123352,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001,"{'bei': '21.69', 'le': '0.47', 'lle': '4.70', 'sei': '10.62'}",CHEMBL136178,,CHEMBL136178,8.92,0,http://www.openphacts.org/units/Nanomolar,265464,=,1,1,=,,IC50,nM,,1.2,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,1.2
,,123353,[],CHEMBL677216,Inhibition of autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001,"{'bei': '14.55', 'le': '0.31', 'lle': '1.76', 'sei': '7.12'}",CHEMBL136178,,CHEMBL136178,5.98,0,http://www.openphacts.org/units/Nanomolar,265464,=,1,1,=,,IC50,nM,,1039.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,1039.0
,,123355,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001,"{'bei': '21.85', 'le': '0.50', 'lle': '4.83', 'sei': '10.54'}",CHEMBL136511,,CHEMBL136511,8.85,0,http://www.openphacts.org/units/Nanomolar,265473,=,1,1,=,,IC50,nM,,1.4,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,1.4
,,123356,[],CHEMBL677216,Inhibition of autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001,"{'bei': '21.14', 'le': '0.49', 'lle': '4.55', 'sei': '10.20'}",CHEMBL136511,,CHEMBL136511,8.57,0,http://www.openphacts.org/units/Nanomolar,265473,=,1,1,=,,IC50,nM,,2.7,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,2.7
,Not Determined,123751,[],CHEMBL680020,Inhibition of epidermal growth factor receptor (EGFr) tyrosine kinase activity,B,,,BAO_0000190,BAO_0000357,single protein format,CC[N+]([O-])(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,,,CHEMBL1131066,J Med Chem,1998,,CHEMBL320339,,CHEMBL320339,,0,http://www.openphacts.org/units/Nanomolar,210146,,1,0,,,IC50,nM,,,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,
,,123785,[],CHEMBL679947,"Inhibition of phosphorylation of phospholipase C gamma1 by Epidermal growth factor receptor, from human A431 carcinoma cell vesicles",F,,,BAO_0000190,BAO_0000019,assay format,Cc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)nc23)c1,,,CHEMBL1130057,J Med Chem,1997,,CHEMBL416307,,CHEMBL416307,8.52,0,http://www.openphacts.org/units/Nanomolar,89151,=,1,1,=,,IC50,nM,,3.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,3.0
,,124275,[],CHEMBL677391,Inhibition of tyrosine phosphorylation activity of the epidermal growth factor receptor (EGFR) tyrosine kinase from human A-431 carcinoma cell-shed membrane vesicles,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(C)c4n3C)n(C)c12,,,CHEMBL1127560,J Med Chem,1994,,CHEMBL64165,,CHEMBL64165,,0,http://www.openphacts.org/units/Nanomolar,109050,>,1,1,>,,IC50,nM,,100000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,100.0
,,124308,[],CHEMBL676146,Inhibition of EGF-dependent DNA synthesis in ER 22 cells incubated with [3H]TdR,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)c1cccc(/N=C/c2cc(O)ccc2O)c1,,,CHEMBL1127084,J Med Chem,1993,,CHEMBL130116,,CHEMBL130116,,0,http://www.openphacts.org/units/Nanomolar,252405,>,1,1,>,,IC50,nM,,20000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,20.0
,,124325,[],CHEMBL679549,Inhibitory activity against recombinant tyrosine kinase EGF-R (EGF-R ICD),B,,,BAO_0000190,BAO_0000357,single protein format,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,,,CHEMBL1127678,J Med Chem,1994,"{'bei': '22.20', 'le': '0.41', 'lle': '3.42', 'sei': '6.60'}",CHEMBL44,GENISTEIN,CHEMBL44,6.00,0,http://www.openphacts.org/units/Nanomolar,2996,=,1,1,=,,IC50,nM,,1000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,1.0
,,124595,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CCCNC(=O)/C=C/C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,"{'bei': '17.25', 'le': '0.37', 'lle': '5.72', 'sei': '8.55'}",CHEMBL136102,,CHEMBL136102,8.84,0,http://www.openphacts.org/units/Nanomolar,265476,=,1,1,=,,IC50,nM,,1.45,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,1.45
,,124596,[],CHEMBL677216,Inhibition of autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCCNC(=O)/C=C/C(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,"{'bei': '13.10', 'le': '0.28', 'lle': '3.59', 'sei': '6.50'}",CHEMBL136102,,CHEMBL136102,6.71,0,http://www.openphacts.org/units/Nanomolar,265476,=,1,1,=,,IC50,nM,,193.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,193.0
,,124598,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,"{'bei': '23.94', 'le': '0.56', 'lle': '5.92', 'sei': '11.04'}",CHEMBL336264,,CHEMBL336264,9.37,0,http://www.openphacts.org/units/Nanomolar,265471,=,1,1,=,,IC50,nM,,0.43,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,0.43
,,124599,[],CHEMBL677216,Inhibition of autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CS(=O)(=O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001,,CHEMBL336264,,CHEMBL336264,,0,http://www.openphacts.org/units/Nanomolar,265471,>,1,1,>,,IC50,nM,,500.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,500.0
,,125063,[],CHEMBL680019,Inhibitory concentration was evaluated against epidermal growth factor receptor (EGFr) tyrosine kinase,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,,,CHEMBL1131066,J Med Chem,1998,"{'bei': '15.58', 'le': '0.31', 'lle': '1.61', 'sei': '9.64'}",CHEMBL104153,,CHEMBL104153,6.66,0,http://www.openphacts.org/units/Nanomolar,210189,=,1,1,=,,IC50,nM,,220.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.22
,,125108,[],CHEMBL680030,Tested for inhibition of PLC gamma-derived substrate in Epidermal growth factor receptor stimulated A431 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,,,CHEMBL1130057,J Med Chem,1997,,CHEMBL53156,,CHEMBL53156,8.51,1,http://www.openphacts.org/units/Nanomolar,89157,=,1,1,=,,IC50,nM,,3.1,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,3.1
,,125109,[],CHEMBL680031,Tested for inhibition of autophosphorylation in Epidermal growth factor receptor stimulated A431 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CNc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,,,CHEMBL1130057,J Med Chem,1997,,CHEMBL53156,,CHEMBL53156,7.70,1,http://www.openphacts.org/units/Nanomolar,89157,=,1,1,=,,IC50,nM,,20.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,20.0
,,125565,[],CHEMBL683041,Inhibition of Epidermal Growth Factor Receptor (EGFR) autophosphorylation,B,,,BAO_0000190,BAO_0000357,single protein format,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCCCN1CCOCC1,,,CHEMBL1135208,Bioorg Med Chem Lett,2002,"{'bei': '13.92', 'le': '0.27', 'lle': '2.23', 'sei': '7.13'}",CHEMBL95774,,CHEMBL95774,7.10,0,http://www.openphacts.org/units/Nanomolar,182225,=,1,1,=,,IC50,nM,,80.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.08
,,125659,[],CHEMBL676146,Inhibition of EGF-dependent DNA synthesis in ER 22 cells incubated with [3H]TdR,F,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)c1ccc(/N=C/c2cc(O)ccc2O)cc1O,,,CHEMBL1127084,J Med Chem,1993,,CHEMBL130893,,CHEMBL130893,,0,http://www.openphacts.org/units/Nanomolar,252387,>,1,1,>,,IC50,nM,,10000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,10.0
,,125663,[],CHEMBL676146,Inhibition of EGF-dependent DNA synthesis in ER 22 cells incubated with [3H]TdR,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)c1cccc(NCc2cc(O)ccc2O)c1,,,CHEMBL1127084,J Med Chem,1993,,CHEMBL129907,,CHEMBL129907,,0,http://www.openphacts.org/units/Nanomolar,252389,>,1,1,>,,IC50,nM,,20000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,20.0
,,125665,[],CHEMBL676146,Inhibition of EGF-dependent DNA synthesis in ER 22 cells incubated with [3H]TdR,F,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,,,CHEMBL1127084,J Med Chem,1993,,CHEMBL131653,,CHEMBL131653,5.05,0,http://www.openphacts.org/units/Nanomolar,252399,=,1,1,=,,IC50,nM,,9000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,9.0
,,125676,[],CHEMBL679549,Inhibitory activity against recombinant tyrosine kinase EGF-R (EGF-R ICD),B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21,,,CHEMBL1127678,J Med Chem,1994,"{'bei': '19.80', 'le': '0.36', 'lle': '2.46', 'sei': '9.29'}",CHEMBL268868,DAPH,CHEMBL268868,6.52,0,http://www.openphacts.org/units/Nanomolar,2988,=,1,1,=,,IC50,nM,,300.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.3
,,125682,[],CHEMBL621149,Inhibition of EGF-dependent autophosphorylation of EGF-R in human A431 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21,,,CHEMBL1127678,J Med Chem,1994,,CHEMBL268868,DAPH,CHEMBL268868,,0,http://www.openphacts.org/units/Nanomolar,2988,>,1,1,>,,IC50,nM,,4500.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,4.5
,,125685,[],CHEMBL679549,Inhibitory activity against recombinant tyrosine kinase EGF-R (EGF-R ICD),B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(Nc2cc3c(cc2Nc2ccc(OC)cc2)C(=O)NC3=O)cc1,,,CHEMBL1127678,J Med Chem,1994,,CHEMBL7352,,CHEMBL7352,,0,http://www.openphacts.org/units/Nanomolar,2990,>,1,1,>,,IC50,nM,,50000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,50.0
,,125689,[],CHEMBL621149,Inhibition of EGF-dependent autophosphorylation of EGF-R in human A431 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(Nc2cc3c(cc2Nc2ccc(OC)cc2)C(=O)NC3=O)cc1,,,CHEMBL1127678,J Med Chem,1994,,CHEMBL7352,,CHEMBL7352,,0,http://www.openphacts.org/units/Nanomolar,2990,>,1,1,>,,IC50,nM,,100000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,100.0
,,125800,[],CHEMBL679549,Inhibitory activity against recombinant tyrosine kinase EGF-R (EGF-R ICD),B,,,BAO_0000190,BAO_0000357,single protein format,CN(c1ccccc1)c1cc2c(cc1Nc1ccccc1)C(=O)NC2=O,,,CHEMBL1127678,J Med Chem,1994,"{'bei': '14.74', 'le': '0.27', 'lle': '0.98', 'sei': '8.24'}",CHEMBL7775,,CHEMBL7775,5.06,0,http://www.openphacts.org/units/Nanomolar,3010,=,1,1,=,,IC50,nM,,8700.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,8.7
,,125805,[],CHEMBL621149,Inhibition of EGF-dependent autophosphorylation of EGF-R in human A431 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CN(c1ccccc1)c1cc2c(cc1Nc1ccccc1)C(=O)NC2=O,,,CHEMBL1127678,J Med Chem,1994,,CHEMBL7775,,CHEMBL7775,,0,http://www.openphacts.org/units/Nanomolar,3010,>,1,1,>,,IC50,nM,,100000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,100.0
,,125815,[],CHEMBL679549,Inhibitory activity against recombinant tyrosine kinase EGF-R (EGF-R ICD),B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1cc(Nc2ccccc2)c(Nc2ccccc2)cc1C(=O)OC,,,CHEMBL1127678,J Med Chem,1994,,CHEMBL8222,,CHEMBL8222,,0,http://www.openphacts.org/units/Nanomolar,3009,>,1,1,>,,IC50,nM,,100000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,100.0
,,126489,[],CHEMBL680030,Tested for inhibition of PLC gamma-derived substrate in Epidermal growth factor receptor stimulated A431 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130057,J Med Chem,1997,,CHEMBL53711,,CHEMBL53711,,1,http://www.openphacts.org/units/Nanomolar,89165,=,1,1,=,,IC50,nM,,0.006,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.006
,,126490,[],CHEMBL680031,Tested for inhibition of autophosphorylation in Epidermal growth factor receptor stimulated A431 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1130057,J Med Chem,1997,,CHEMBL53711,,CHEMBL53711,7.68,1,http://www.openphacts.org/units/Nanomolar,89165,=,1,1,=,,IC50,nM,,21.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,21.0
,,127172,[],CHEMBL677391,Inhibition of tyrosine phosphorylation activity of the epidermal growth factor receptor (EGFR) tyrosine kinase from human A-431 carcinoma cell-shed membrane vesicles,B,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc2c(c1)c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3cc(C)ccc3n1C)n2C,,,CHEMBL1127560,J Med Chem,1994,,CHEMBL60200,,CHEMBL60200,,0,http://www.openphacts.org/units/Nanomolar,109054,>,1,1,>,,IC50,nM,,100000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,100.0
