action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,191434,[],CHEMBL676156,Inhibition of autophosphorylation of epidermal growth factor receptor prepared from human A431 carcinoma cells.,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '14.87', 'le': '0.32', 'lle': '2.35', 'sei': '6.37'}",CHEMBL36819,,CHEMBL36819,5.92,0,http://www.openphacts.org/units/Nanomolar,60211,=,1,1,=,,IC50,nM,,1196.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,1196.0
,,191435,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Brc1cccc(Nc2ncnc3cc4c(ccn4CCN4CCOCC4)cc23)c1,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '18.64', 'le': '0.40', 'lle': '4.01', 'sei': '15.27'}",CHEMBL40130,,CHEMBL40130,8.43,0,http://www.openphacts.org/units/Nanomolar,60195,=,1,1,=,,IC50,nM,,3.7,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,3.7
,,191436,[],CHEMBL676156,Inhibition of autophosphorylation of epidermal growth factor receptor prepared from human A431 carcinoma cells.,B,,,BAO_0000190,BAO_0000219,cell-based format,Brc1cccc(Nc2ncnc3cc4c(ccn4CCN4CCOCC4)cc23)c1,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '17.23', 'le': '0.37', 'lle': '3.38', 'sei': '14.12'}",CHEMBL40130,,CHEMBL40130,7.80,0,http://www.openphacts.org/units/Nanomolar,60195,=,1,1,=,,IC50,nM,,16.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,16.0
,,191437,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1130030,J Med Chem,1997,,CHEMBL35820,,CHEMBL35820,,1,http://www.openphacts.org/units/Nanomolar,60204,=,1,1,=,,IC50,nM,,0.006,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.006
,,191495,[],CHEMBL674106,Inhibitory activity against epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NCCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(F)(F)F,,,CHEMBL1146682,Bioorg Med Chem Lett,2004,"{'bei': '13.97', 'le': '0.26', 'lle': '1.34', 'sei': '8.35'}",CHEMBL14627,,CHEMBL14627,7.13,0,http://www.openphacts.org/units/Nanomolar,15407,=,1,1,=,,IC50,nM,,74.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,74.0
,,192570,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Brc1cccc(Nc2ncnc3ccccc23)c1,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '25.22', 'le': '0.57', 'lle': '3.43', 'sei': '20.02'}",CHEMBL290096,,CHEMBL290096,7.57,1,http://www.openphacts.org/units/Nanomolar,60206,=,1,1,=,,IC50,nM,,27.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,27.0
,,192571,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cccc2c(Nc3cccc(Br)c3)ncnc12,,,CHEMBL1130030,J Med Chem,1997,,CHEMBL289787,,CHEMBL289787,,0,http://www.openphacts.org/units/Nanomolar,60201,>,1,1,>,,IC50,nM,,10000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,10000.0
,,193127,[],CHEMBL814059,Cytotoxic effect on EGF-receptor overexpressing HN5 squamous carcinoma cells,F,,,BAO_0000190,BAO_0000219,cell-based format,Oc1ccc(-c2nc3c(O)cc(O)cc3s2)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1127530,J Med Chem,1994,,CHEMBL45564,,CHEMBL45564,,0,http://www.openphacts.org/units/Nanomolar,76261,=,1,1,=,,IC50,nM,,300000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,300.0
,,196098,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1nc(Nc2cccc(Br)c2)c2ccccc2n1,,,CHEMBL1130030,J Med Chem,1997,,CHEMBL37099,,CHEMBL37099,,0,http://www.openphacts.org/units/Nanomolar,60202,>,1,1,>,,IC50,nM,,10000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,10000.0
,,198300,[],CHEMBL674106,Inhibitory activity against epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004,"{'bei': '16.49', 'le': '0.34', 'lle': '3.74', 'sei': '8.26'}",CHEMBL460731,,CHEMBL460731,7.70,0,http://www.openphacts.org/units/Nanomolar,15414,=,1,1,=,,IC50,nM,,20.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,20.0
,,198302,[],CHEMBL690547,Inhibition of EGFR overexpressing HN5 (head/neck carcinoma) cell line proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004,,CHEMBL460731,,CHEMBL460731,7.15,0,http://www.openphacts.org/units/Nanomolar,15414,=,1,1,=,,IC50,nM,,71.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.071
,,198799,[],CHEMBL676234,Cytotoxic effect on EGF-receptor overexpressing HN5 squamous carcinoma cells,F,,,BAO_0000190,BAO_0000219,cell-based format,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1127530,J Med Chem,1994,,CHEMBL50,QUERCETIN,CHEMBL50,,0,http://www.openphacts.org/units/Nanomolar,76260,=,1,1,=,,IC50,nM,,190000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,190.0
,,199602,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,OCC(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '19.12', 'le': '0.42', 'lle': '5.08', 'sei': '8.24'}",CHEMBL37543,,CHEMBL37543,7.92,0,http://www.openphacts.org/units/Nanomolar,60215,=,1,1,=,,IC50,nM,,12.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,12.0
,,199603,[],CHEMBL676156,Inhibition of autophosphorylation of epidermal growth factor receptor prepared from human A431 carcinoma cells.,B,,,BAO_0000190,BAO_0000219,cell-based format,OCC(O)Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '15.68', 'le': '0.34', 'lle': '3.66', 'sei': '6.76'}",CHEMBL37543,,CHEMBL37543,6.50,0,http://www.openphacts.org/units/Nanomolar,60215,=,1,1,=,,IC50,nM,,318.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,318.0
,,199604,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '18.09', 'le': '0.39', 'lle': '2.64', 'sei': '16.70'}",CHEMBL287289,,CHEMBL287289,7.68,0,http://www.openphacts.org/units/Nanomolar,60196,=,1,1,=,,IC50,nM,,21.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,21.0
,,199605,[],CHEMBL676156,Inhibition of autophosphorylation of epidermal growth factor receptor prepared from human A431 carcinoma cells.,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '15.64', 'le': '0.34', 'lle': '1.60', 'sei': '14.44'}",CHEMBL287289,,CHEMBL287289,6.64,0,http://www.openphacts.org/units/Nanomolar,60196,=,1,1,=,,IC50,nM,,230.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,230.0
,,199646,[],CHEMBL674106,Inhibitory activity against epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004,"{'bei': '13.21', 'le': '0.27', 'lle': '2.03', 'sei': '7.39'}",CHEMBL514436,,CHEMBL514436,7.57,0,http://www.openphacts.org/units/Nanomolar,15412,=,1,1,=,,IC50,nM,,27.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,27.0
,,200768,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '26.63', 'le': '0.59', 'lle': '5.41', 'sei': '16.95'}",CHEMBL39320,,CHEMBL39320,9.43,0,http://www.openphacts.org/units/Nanomolar,60214,=,1,1,=,,IC50,nM,,0.37,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.37
,,200769,[],CHEMBL676156,Inhibition of autophosphorylation of epidermal growth factor receptor prepared from human A431 carcinoma cells.,B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '22.26', 'le': '0.49', 'lle': '3.87', 'sei': '14.18'}",CHEMBL39320,,CHEMBL39320,7.89,0,http://www.openphacts.org/units/Nanomolar,60214,=,1,1,=,,IC50,nM,,13.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,13.0
,,200770,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '20.88', 'le': '0.45', 'lle': '4.11', 'sei': '10.36'}",CHEMBL289162,,CHEMBL289162,8.29,0,http://www.openphacts.org/units/Nanomolar,60193,=,1,1,=,,IC50,nM,,5.1,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,5.1
,,200771,[],CHEMBL676156,Inhibition of autophosphorylation of epidermal growth factor receptor prepared from human A431 carcinoma cells.,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '14.47', 'le': '0.31', 'lle': '1.57', 'sei': '7.18'}",CHEMBL289162,,CHEMBL289162,5.75,0,http://www.openphacts.org/units/Nanomolar,60193,=,1,1,=,,IC50,nM,,1780.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,1780.0
,,200875,[],CHEMBL674106,Inhibitory activity against epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)CCNCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004,"{'bei': '13.78', 'le': '0.26', 'lle': '2.62', 'sei': '6.82'}",CHEMBL14952,,CHEMBL14952,6.98,0,http://www.openphacts.org/units/Nanomolar,15406,=,1,1,=,,IC50,nM,,104.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,104.0
,,202120,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '18.00', 'le': '0.39', 'lle': '2.74', 'sei': '16.07'}",CHEMBL37373,,CHEMBL37373,7.39,0,http://www.openphacts.org/units/Nanomolar,60197,=,1,1,=,,IC50,nM,,41.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,41.0
,,202121,[],CHEMBL676156,Inhibition of autophosphorylation of epidermal growth factor receptor prepared from human A431 carcinoma cells.,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '16.67', 'le': '0.36', 'lle': '2.19', 'sei': '14.87'}",CHEMBL37373,,CHEMBL37373,6.84,0,http://www.openphacts.org/units/Nanomolar,60197,=,1,1,=,,IC50,nM,,145.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,145.0
,,202122,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '18.64', 'le': '0.40', 'lle': '4.25', 'sei': '10.19'}",CHEMBL39715,,CHEMBL39715,8.47,0,http://www.openphacts.org/units/Nanomolar,60208,=,1,1,=,,IC50,nM,,3.4,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,3.4
,,202123,[],CHEMBL676156,Inhibition of autophosphorylation of epidermal growth factor receptor prepared from human A431 carcinoma cells.,B,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)CN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '17.65', 'le': '0.38', 'lle': '3.80', 'sei': '9.64'}",CHEMBL39715,,CHEMBL39715,8.02,0,http://www.openphacts.org/units/Nanomolar,60208,=,1,1,=,,IC50,nM,,9.6,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,9.6
,,202124,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(CC(=O)O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '20.76', 'le': '0.45', 'lle': '5.01', 'sei': '9.71'}",CHEMBL289213,,CHEMBL289213,9.14,0,http://www.openphacts.org/units/Nanomolar,60207,=,1,1,=,,IC50,nM,,0.72,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.72
,,202125,[],CHEMBL676156,Inhibition of autophosphorylation of epidermal growth factor receptor prepared from human A431 carcinoma cells.,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(CC(=O)O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '14.16', 'le': '0.30', 'lle': '2.10', 'sei': '6.62'}",CHEMBL289213,,CHEMBL289213,6.23,0,http://www.openphacts.org/units/Nanomolar,60207,=,1,1,=,,IC50,nM,,584.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,584.0
,,203323,[],CHEMBL674106,Inhibitory activity against epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)CCN(CCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(=O)C(F)(F)F,,,CHEMBL1146682,Bioorg Med Chem Lett,2004,"{'bei': '10.67', 'le': '0.21', 'lle': '1.03', 'sei': '5.94'}",CHEMBL273789,,CHEMBL273789,6.58,0,http://www.openphacts.org/units/Nanomolar,15419,=,1,1,=,,IC50,nM,,263.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,263.0
,,203325,[],CHEMBL674106,Inhibitory activity against epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,C#Cc1cccc(Nc2ncnc3ccc(OCCCCNCCS(C)(=O)=O)cc23)c1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004,"{'bei': '18.15', 'le': '0.35', 'lle': '4.81', 'sei': '8.54'}",CHEMBL517907,GW680191X,CHEMBL517907,7.96,0,http://www.openphacts.org/units/Nanomolar,15415,=,1,1,=,,IC50,nM,,11.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,11.0
,,203327,[],CHEMBL690547,Inhibition of EGFR overexpressing HN5 (head/neck carcinoma) cell line proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,C#Cc1cccc(Nc2ncnc3ccc(OCCCCNCCS(C)(=O)=O)cc23)c1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004,,CHEMBL517907,GW680191X,CHEMBL517907,7.35,0,http://www.openphacts.org/units/Nanomolar,15415,=,1,1,=,,IC50,nM,,45.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.045
,,203329,[],CHEMBL674106,Inhibitory activity against epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)CCNCCCCOc1ccc2ncnc(Nc3ccc(S(=O)(=O)c4ccccc4)cc3)c2c1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004,"{'bei': '12.68', 'le': '0.25', 'lle': '3.03', 'sei': '5.52'}",CHEMBL460732,,CHEMBL460732,7.03,0,http://www.openphacts.org/units/Nanomolar,15413,=,1,1,=,,IC50,nM,,93.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,93.0
,,204578,[],CHEMBL674106,Inhibitory activity against epidermal growth factor receptor,B,,,BAO_0000190,BAO_0000357,single protein format,C=CCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,,,CHEMBL1146682,Bioorg Med Chem Lett,2004,"{'bei': '18.52', 'le': '0.33', 'lle': '1.58', 'sei': '12.62'}",CHEMBL540701,,CHEMBL540701,7.10,0,http://www.openphacts.org/units/Nanomolar,15417,=,1,1,=,,IC50,nM,,79.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,79.0
,,205655,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '17.99', 'le': '0.39', 'lle': '3.35', 'sei': '12.57'}",CHEMBL287832,,CHEMBL287832,7.40,0,http://www.openphacts.org/units/Nanomolar,60212,=,1,1,=,,IC50,nM,,40.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,40.0
,,205656,[],CHEMBL676156,Inhibition of autophosphorylation of epidermal growth factor receptor prepared from human A431 carcinoma cells.,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '16.00', 'le': '0.35', 'lle': '2.53', 'sei': '11.18'}",CHEMBL287832,,CHEMBL287832,6.58,0,http://www.openphacts.org/units/Nanomolar,60212,=,1,1,=,,IC50,nM,,262.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,262.0
,,208007,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '27.50', 'le': '0.61', 'lle': '5.35', 'sei': '14.07'}",CHEMBL39337,,CHEMBL39337,9.36,1,http://www.openphacts.org/units/Nanomolar,60213,=,1,1,=,,IC50,nM,,0.44,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.44
,,208008,[],CHEMBL676156,Inhibition of autophosphorylation of epidermal growth factor receptor prepared from human A431 carcinoma cells.,B,,,BAO_0000190,BAO_0000219,cell-based format,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '22.63', 'le': '0.50', 'lle': '3.69', 'sei': '11.58'}",CHEMBL39337,,CHEMBL39337,7.70,0,http://www.openphacts.org/units/Nanomolar,60213,=,1,1,=,,IC50,nM,,20.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,20.0
,,208009,[],CHEMBL676158,Inhibition of Epidermal growth factor receptor from human A431 carcinoma cell membranes,B,,,BAO_0000190,BAO_0000019,assay format,Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '27.50', 'le': '0.61', 'lle': '5.35', 'sei': '14.07'}",CHEMBL39337,,CHEMBL39337,9.36,1,http://www.openphacts.org/units/Nanomolar,60213,=,1,1,=,,IC50,nM,,0.44,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.44
,,208010,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '27.58', 'le': '0.61', 'lle': '4.74', 'sei': '17.46'}",CHEMBL40734,,CHEMBL40734,9.36,1,http://www.openphacts.org/units/Nanomolar,60190,=,1,1,=,,IC50,nM,,0.44,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.44
,,208011,[],CHEMBL676156,Inhibition of autophosphorylation of epidermal growth factor receptor prepared from human A431 carcinoma cells.,B,,,BAO_0000190,BAO_0000219,cell-based format,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '22.58', 'le': '0.50', 'lle': '3.04', 'sei': '14.29'}",CHEMBL40734,,CHEMBL40734,7.66,0,http://www.openphacts.org/units/Nanomolar,60190,=,1,1,=,,IC50,nM,,22.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,22.0
,,208012,[],CHEMBL676158,Inhibition of Epidermal growth factor receptor from human A431 carcinoma cell membranes,B,,,BAO_0000190,BAO_0000019,assay format,Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '27.58', 'le': '0.61', 'lle': '4.74', 'sei': '17.46'}",CHEMBL40734,,CHEMBL40734,9.36,1,http://www.openphacts.org/units/Nanomolar,60190,=,1,1,=,,IC50,nM,,0.44,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.44
,,209193,[],CHEMBL677389,Inhibition of the phosphorylation of a random polyglutamic acid/tyrosine copolymer by human epidermal growth factor receptor(EGFR) prepared from human A431 carcinoma cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '17.92', 'le': '0.38', 'lle': '3.51', 'sei': '13.52'}",CHEMBL39811,,CHEMBL39811,8.12,0,http://www.openphacts.org/units/Nanomolar,60209,=,1,1,=,,IC50,nM,,7.5,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,7.5
,,209194,[],CHEMBL676156,Inhibition of autophosphorylation of epidermal growth factor receptor prepared from human A431 carcinoma cells.,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCN(C)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,,,CHEMBL1130030,J Med Chem,1997,"{'bei': '15.64', 'le': '0.33', 'lle': '2.48', 'sei': '11.80'}",CHEMBL39811,,CHEMBL39811,7.09,0,http://www.openphacts.org/units/Nanomolar,60209,=,1,1,=,,IC50,nM,,81.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,81.0
